node_id,initial_energy,remaining_energy
0,10000,11567
1,10000,11567
2,10000,11567
3,10000,11567
4,10000,11567
5,10000,11567
6,10000,11567
7,10000,11567
8,10000,11567
9,10000,11567
10,10000,11567
11,10000,11567
12,10000,11567
13,10000,11567
14,10000,11567
15,10000,11567
16,10000,11567
17,10000,11567
18,10000,11567
19,10000,11567
20,10000,11567
21,10000,11567
22,10000,11567
23,10000,11567
24,10000,11567
