node_id,initial_energy,remaining_energy,lifetime
0,100,8.47196,300
1,100,0,256.07
2,100,0,272.183
3,100,4.41828,300
4,100,2.51897,300
5,100,0,267.781
6,100,0,254.314
7,100,1.1777,300
8,100,5.15043,300
9,100,6.71887,300
10,100,0,286.124
11,100,5.18058,300
12,100,5.14758,300
13,100,8.36763,300
14,100,8.90308,300
15,100,9.63489,300
16,100,4.24047,300
17,100,6.07403,300
18,100,9.16743,300
19,100,9.07016,300
20,100,9.86181,300
21,100,2.88437,300
22,100,7.77931,300
23,100,9.66257,300
24,100,9.84684,300
