total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
4436789.6,142706.89,8526.8,0.4366449,4.279327,0.011087944,98.6,2500.0,0.0,305.3094
