node_id,initial_energy,remaining_energy,lifetime
0,100,7.35849,300
1,100,0,222.443
2,100,0,268.585
3,100,0.390154,300
4,100,6.87665,300
5,100,0,218.884
6,100,0,259.457
7,100,0.0379339,300
8,100,6.37225,300
9,100,6.50683,300
10,100,0,228.229
11,100,1.57828,300
12,100,6.10603,300
13,100,8.96122,300
14,100,9.33181,300
15,100,0,273.65
16,100,8.82574,300
17,100,9.09936,300
18,100,9.07564,300
19,100,9.1184,300
20,100,1.45411,300
21,100,9.01235,300
22,100,9.5921,300
23,100,9.60543,300
24,100,9.75165,300
