node_id,initial_energy,remaining_energy
0,10000,11586
1,10000,11586
2,10000,11586
3,10000,11586
4,10000,11586
5,10000,11586
6,10000,11586
7,10000,11586
8,10000,11586
9,10000,11586
10,10000,11586
11,10000,11586
12,10000,11586
13,10000,11586
14,10000,11586
15,10000,11586
16,10000,11586
17,10000,11586
18,10000,11586
19,10000,11586
20,10000,11586
21,10000,11586
22,10000,11586
23,10000,11586
24,10000,11586
