total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy
13907388.8,278147.79,25986.5,0.70972287,3.423835,0.0211068877,34.4,250000.0,11623.24
