node_id,initial_energy,remaining_energy,lifetime
0,100,8.35053,300
1,100,0,264.596
2,100,9.63129,300
3,100,9.64685,300
4,100,9.84331,300
5,100,0,249.929
6,100,0,273.342
7,100,3.94481,300
8,100,9.15303,300
9,100,9.18163,300
10,100,0,288.703
11,100,3.26202,300
12,100,8.45136,300
13,100,9.15998,300
14,100,9.53,300
15,100,9.71446,300
16,100,9.1758,300
17,100,9.16036,300
18,100,9.15501,300
19,100,9.18048,300
20,100,9.85655,300
21,100,9.22539,300
22,100,9.65898,300
23,100,9.68803,300
24,100,9.84059,300
