node_id,initial_energy,remaining_energy,lifetime
0,100,8.63971,300
1,100,0,260.426
2,100,0,271.574
3,100,4.48489,300
4,100,0,298.373
5,100,0,268.689
6,100,1.45214,300
7,100,0,298.042
8,100,1.91852,300
9,100,3.38721,300
10,100,0,285.779
11,100,8.37871,300
12,100,6.30957,300
13,100,8.20168,300
14,100,8.68357,300
15,100,9.64738,300
16,100,8.92593,300
17,100,9.10896,300
18,100,9.14925,300
19,100,8.87368,300
20,100,9.84834,300
21,100,8.9815,300
22,100,9.56569,300
23,100,9.67365,300
24,100,9.84544,300
