node_id,initial_energy,remaining_energy,lifetime
0,100,7.49867,300
1,100,0,242.124
2,100,9.64775,300
3,100,9.64367,300
4,100,9.82329,300
5,100,0,223.658
6,100,0,246.093
7,100,0.558833,300
8,100,9.19683,300
9,100,9.22702,300
10,100,0,230.99
11,100,0,299.048
12,100,7.5318,300
13,100,9.20355,300
14,100,9.51989,300
15,100,0,269.751
16,100,8.53523,300
17,100,9.1725,300
18,100,9.18265,300
19,100,9.19992,300
20,100,0.89134,300
21,100,9.07647,300
22,100,9.66108,300
23,100,9.67293,300
24,100,9.84669,300
