node_id,initial_energy,remaining_energy,lifetime
0,100,9.24343,300
1,100,0,287.375
2,100,0,288.676
3,100,0,288.826
4,100,0,291.096
5,100,9.05332,300
6,100,8.44661,300
7,100,8.21954,300
8,100,8.40147,300
9,100,8.07989,300
10,100,9.63064,300
11,100,8.79875,300
12,100,8.77367,300
13,100,9.12811,300
14,100,8.63784,300
15,100,9.66586,300
16,100,8.9336,300
17,100,9.1602,300
18,100,9.1721,300
19,100,8.94373,300
20,100,9.87418,300
21,100,9.17906,300
22,100,9.6269,300
23,100,9.66802,300
24,100,9.67465,300
