node_id,initial_energy,remaining_energy,lifetime
0,100,8.69544,300
1,100,0,298.981
2,100,9.26434,300
3,100,9.19737,300
4,100,9.85334,300
5,100,0,285.166
6,100,0,285.034
7,100,0.808281,300
8,100,7.57666,300
9,100,9.67704,300
10,100,0,294.626
11,100,2.35857,300
12,100,0,297.063
13,100,7.58651,300
14,100,9.63655,300
15,100,0,284.584
16,100,4.51558,300
17,100,8.57389,300
18,100,9.02522,300
19,100,9.18949,300
20,100,9.85269,300
21,100,9.719,300
22,100,9.50576,300
23,100,9.36978,300
24,100,9.80474,300
