node_id,initial_energy,remaining_energy,lifetime
0,100,7.54835,300
1,100,0,230.513
2,100,0,274.751
3,100,0,277.116
4,100,3.08178,300
5,100,0,234.131
6,100,0,271.814
7,100,8.54631,300
8,100,8.85139,300
9,100,8.71135,300
10,100,4.09768,300
11,100,1.46988,300
12,100,7.95625,300
13,100,9.14359,300
14,100,9.17193,300
15,100,3.51912,300
16,100,5.11313,300
17,100,8.83885,300
18,100,9.15617,300
19,100,9.14869,300
20,100,1.21835,300
21,100,6.13707,300
22,100,9.57859,300
23,100,9.65118,300
24,100,9.8179,300
