node_id,initial_energy,remaining_energy,lifetime
0,100,9.15204,300
1,100,5.46021,300
2,100,9.64299,300
3,100,9.67769,300
4,100,9.82746,300
5,100,0,282.895
6,100,1.45926,300
7,100,6.58215,300
8,100,9.1649,300
9,100,9.13725,300
10,100,9.06274,300
11,100,6.95758,300
12,100,8.99717,300
13,100,9.15431,300
14,100,9.52323,300
15,100,9.72625,300
16,100,9.1615,300
17,100,9.16042,300
18,100,9.15823,300
19,100,9.18079,300
20,100,9.853,300
21,100,9.18476,300
22,100,9.6339,300
23,100,9.68117,300
24,100,9.85897,300
