node_id,initial_energy,remaining_energy,lifetime
0,100,8.24346,300
1,100,0,247.951
2,100,0,267.186
3,100,2.39236,300
4,100,0.410216,300
5,100,0,260.601
6,100,0,281.482
7,100,0.957668,300
8,100,5.14144,300
9,100,6.37339,300
10,100,0,287.127
11,100,2.81791,300
12,100,4.77402,300
13,100,8.38817,300
14,100,9.06974,300
15,100,9.64167,300
16,100,2.71707,300
17,100,5.19699,300
18,100,9.17492,300
19,100,9.19329,300
20,100,9.85073,300
21,100,0.0835712,300
22,100,6.27695,300
23,100,9.6792,300
24,100,9.85362,300
