total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy
1249792.0,24995.8,2431.0,0.9959035,3.25,0.003949957125,4.5,250000.0,11470.075
