node_id,initial_energy,remaining_energy,lifetime
0,100,8.67744,300
1,100,2.93013,300
2,100,9.63818,300
3,100,9.68556,300
4,100,9.8725,300
5,100,0,267.859
6,100,0,291.919
7,100,0,293.75
8,100,9.16291,300
9,100,9.17054,300
10,100,9.71914,300
11,100,8.61652,300
12,100,0,291.997
13,100,9.15755,300
14,100,9.51979,300
15,100,9.73055,300
16,100,9.12508,300
17,100,0,292.097
18,100,9.16833,300
19,100,9.18179,300
20,100,9.85149,300
21,100,9.14066,300
22,100,0,295.197
23,100,9.67356,300
24,100,9.86493,300
