Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,330.9952,329.8093,328.5226,327.8517,326.7379,326.1058,325.5281,325.304888889,324.4588,323.7257,323.5504,323.3258,323.0075,322.8737,322.3469,322.4191,322.1932,322.3558,322.1173,321.967,322.045,321.6182,321.419555556,321.5382
1,314.1149,300.9365,283.1613,274.8019,260.7141,253.7844,248.3631,239.973666667,229.3858,224.8091,220.2666,219.6337,217.4817,213.1775,210.8383,208.7685,207.6771,210.2422,207.8428,201.2643,197.9661,198.0517,194.410333333,194.5863
2,330.8044,322.2616,311.5669,302.2206,297.0659,293.1429,288.6413,286.161666667,280.1452,273.137,271.3634,266.2532,264.3392,261.6379,254.9672,254.1781,247.4243,252.0305,250.1487,247.7912,246.0592,242.8802,230.501888889,229.7097
3,331.4885,323.1556,317.2847,312.1926,312.3206,308.6953,305.2672,299.955222222,301.8252,299.947,296.8609,295.7354,293.5263,293.2603,290.0618,289.5337,283.0471,286.7059,284.6676,279.752,277.624,273.8982,265.044777778,264.113
4,332.779,328.1669,323.7091,318.8175,319.9724,315.8106,313.7971,312.341555556,315.7276,315.2341,315.7689,316.3394,315.9559,313.8247,313.4117,313.2829,309.5427,313.2392,312.4531,310.3452,306.2885,301.6589,293.694222222,293.3328
5,307.453,294.2564,280.1697,272.822,264.0873,257.0678,249.7925,246.238555556,239.2953,233.1206,232.3617,228.967,227.7732,224.3663,222.3033,214.6931,213.0451,214.1227,207.8928,205.1482,200.8408,199.195,196.313777778,197.1874
6,308.006,300.0891,287.9261,283.8897,273.165,260.9361,255.4367,251.302777778,244.764,235.4767,230.4834,226.9845,224.857,221.8078,222.8657,220.1664,219.861,220.1445,218.7643,212.5694,209.9449,208.6221,202.605222222,208.7949
7,315.8076,307.6515,303.3928,296.2834,293.2118,283.8397,271.7198,269.927666667,263.1616,256.4629,254.4647,247.9404,246.0933,240.1505,238.3179,231.7211,231.2044,237.0151,235.3112,236.0006,231.5536,228.6373,218.392777778,228.0128
8,325.0393,316.5113,308.5304,307.3216,306.5835,298.6508,290.8027,293.640555556,285.5696,280.5663,276.8098,273.9458,271.576,272.8765,268.5444,265.7639,262.5601,259.901,259.7873,256.9311,258.9604,256.9463,247.929888889,253.2861
9,331.0729,327.1057,325.3208,324.9976,325.6242,324.6207,315.4344,321.310333333,317.7621,314.644,315.5096,317.0756,315.0701,314.9929,314.2705,314.7132,312.9216,314.1422,313.1711,309.1889,302.8162,302.0528,296.622666667,299.318
10,322.8454,316.8198,313.4176,305.0631,296.4206,288.5345,284.806,283.814888889,272.1023,269.8745,268.1808,263.6101,256.9766,256.879,249.236,248.9065,244.9053,245.1329,241.2794,237.2383,236.7835,235.3145,232.217666667,231.6761
11,317.8786,314.3025,304.3973,300.31,290.5194,292.264,290.871,289.598444444,287.3948,285.6815,276.8592,273.6933,271.2649,269.753,266.4139,270.2718,268.5482,271.6589,269.2474,269.1427,268.0683,264.3505,263.555777778,258.8248
