total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
2492928,66478.1,4851,0.883124,3.66667,0.00926304,4,2500,135.451,293.296
