node_id,lifetime
0,325.304888889
1,239.973666667
2,286.161666667
3,299.955222222
4,312.341555556
5,246.238555556
6,251.302777778
7,269.927666667
8,293.640555556
9,321.310333333
10,283.814888889
11,289.598444444
12,301.329444444
13,307.043555556
14,321.722777778
15,312.915666667
16,301.219777778
17,318.525444444
18,317.057555556
19,321.797666667
20,315.560888889
21,319.533222222
22,322.519444444
23,326.585666667
24,329.263666667
