node_id,initial_energy,remaining_energy,lifetime
0,100,7.59797,300
1,100,0,242.491
2,100,9.55279,300
3,100,9.53768,300
4,100,9.74558,300
5,100,0,223.986
6,100,0,253.579
7,100,3.11894,300
8,100,8.9244,300
9,100,9.10982,300
10,100,0,230.645
11,100,0.804073,300
12,100,8.48049,300
13,100,9.0212,300
14,100,9.44978,300
15,100,0,270.431
16,100,8.88624,300
17,100,9.0585,300
18,100,9.02214,300
19,100,9.2175,300
20,100,0.558699,300
21,100,9.0408,300
22,100,9.58047,300
23,100,9.60754,300
24,100,9.85529,300
