total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy
15812152.8889,316243.033333,29719.4444444,0.716182833333,3.40076444444,0.0143871868889,2.77777777778,250000.0,11635.1555556
