node_id,initial_energy,remaining_energy,lifetime
0,100,8.85576,300
1,100,0,285.151
2,100,0,289.286
3,100,0,290.575
4,100,0,292.256
5,100,0,285.638
6,100,3.51595,300
7,100,8.21739,300
8,100,8.51508,300
9,100,8.97865,300
10,100,1.11504,300
11,100,1.17616,300
12,100,6.77125,300
13,100,8.65545,300
14,100,9.53577,300
15,100,0,298.611
16,100,3.12907,300
17,100,9.06507,300
18,100,8.84441,300
19,100,9.17852,300
20,100,0,286.752
21,100,4.77731,300
22,100,9.61625,300
23,100,9.66315,300
24,100,9.85551,300
