total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy
11616307.2,232326.2,22184.6,0.9088325,3.939524,0.012495879,1.0,250000.0,11602.56
