node_id,lifetime
0,321.5583
1,194.4368
2,229.8775
3,264.1465
4,293.5891
5,197.4364
6,208.6034
7,226.1334
8,253.8713
9,298.2791
10,233.406
11,260.3535
12,266.765
13,274.7398
14,303.5606
15,272.9639
16,287.471
17,293.6216
18,301.5525
19,316.3552
20,303.5894
21,311.2964
22,313.9855
23,320.5954
24,325.4373
