node_id,initial_energy,remaining_energy,lifetime
0,100,7.58229,300
1,100,0,231.035
2,100,0,266.62
3,100,0,271.211
4,100,0.767983,300
5,100,0,229.543
6,100,0,275.76
7,100,7.58296,300
8,100,8.89683,300
9,100,9.00239,300
10,100,3.45978,300
11,100,0,298.205
12,100,5.96149,300
13,100,9.16658,300
14,100,9.51309,300
15,100,3.06008,300
16,100,4.0179,300
17,100,9.00828,300
18,100,9.16524,300
19,100,9.21002,300
20,100,0.504166,300
21,100,5.96107,300
22,100,9.60781,300
23,100,9.67165,300
24,100,9.85551,300
