node_id,initial_energy,remaining_energy,lifetime
0,100,8.48749,300
1,100,0,257.534
2,100,1.99538,300
3,100,2.03556,300
4,100,2.19944,300
5,100,0,266.145
6,100,2.26736,300
7,100,0.888698,300
8,100,1.25354,300
9,100,1.42669,300
10,100,9.72243,300
11,100,8.98785,300
12,100,5.13206,300
13,100,5.1352,300
14,100,5.53592,300
15,100,9.7479,300
16,100,9.16762,300
17,100,5.18102,300
18,100,5.34204,300
19,100,5.17941,300
20,100,9.86369,300
21,100,9.18698,300
22,100,5.82024,300
23,100,9.6815,300
24,100,6.05,300
