node_id,lifetime
0,300.0
1,229.3858
2,277.1925
3,289.5705
4,298.3616
5,239.2953
6,243.9032
7,259.4179
8,277.6802
9,296.5191
10,271.7251
11,282.2084
12,292.3809
13,288.5767
14,298.8682
15,296.2485
16,291.9634
17,299.2386
18,299.8087
19,300.0
20,297.5732
21,299.7903
22,299.5651
23,300.0
24,300.0
