node_id,initial_energy,remaining_energy,lifetime
0,100,7.58861,300
1,100,0,242.418
2,100,9.65997,300
3,100,9.62627,300
4,100,9.82329,300
5,100,0,223.904
6,100,0,245.324
7,100,1.1215,300
8,100,9.17905,300
9,100,9.21514,300
10,100,0,231.619
11,100,0,297.095
12,100,7.30769,300
13,100,8.93995,300
14,100,9.52008,300
15,100,0,271.734
16,100,8.9709,300
17,100,9.17964,300
18,100,9.17929,300
19,100,9.19742,300
20,100,0.813331,300
21,100,9.08808,300
22,100,9.64885,300
23,100,9.67699,300
24,100,9.84157,300
