node_id,initial_energy,remaining_energy,lifetime
0,100,7.5478,300
1,100,0,229.935
2,100,0,269.828
3,100,0,272.211
4,100,1.25381,300
5,100,0,232.004
6,100,0,278.892
7,100,8.42852,300
8,100,8.95712,300
9,100,9.00772,300
10,100,3.82143,300
11,100,0.891977,300
12,100,5.36055,300
13,100,9.1526,300
14,100,9.50929,300
15,100,3.90408,300
16,100,5.54272,300
17,100,8.88727,300
18,100,9.1615,300
19,100,9.18965,300
20,100,1.56682,300
21,100,6.17804,300
22,100,9.63494,300
23,100,9.65754,300
24,100,9.85508,300
