node_id,initial_energy,remaining_energy
0,10000,11564
1,10000,11564
2,10000,11564
3,10000,11564
4,10000,11564
5,10000,11564
6,10000,11564
7,10000,11564
8,10000,11564
9,10000,11564
10,10000,11564
11,10000,11564
12,10000,11564
13,10000,11564
14,10000,11564
15,10000,11564
16,10000,11564
17,10000,11564
18,10000,11564
19,10000,11564
20,10000,11564
21,10000,11564
22,10000,11564
23,10000,11564
24,10000,11564
