node_id,initial_energy,remaining_energy
0,10000,11602.6
1,10000,11602.6
2,10000,11602.6
3,10000,11602.6
4,10000,11602.6
5,10000,11602.6
6,10000,11602.6
7,10000,11602.6
8,10000,11602.6
9,10000,11602.6
10,10000,11602.6
11,10000,11602.6
12,10000,11602.6
13,10000,11602.6
14,10000,11602.6
15,10000,11602.6
16,10000,11602.6
17,10000,11602.6
18,10000,11602.6
19,10000,11602.6
20,10000,11602.6
21,10000,11602.6
22,10000,11602.6
23,10000,11602.6
24,10000,11602.6
