node_id,initial_energy,remaining_energy,lifetime
0,100,7.53123,300
1,100,0,230.513
2,100,0,271.914
3,100,0,274.111
4,100,2.13716,300
5,100,0,232.548
6,100,0,274.851
7,100,8.29216,300
8,100,8.95687,300
9,100,9.03117,300
10,100,3.20058,300
11,100,0,298.643
12,100,5.722,300
13,100,9.18302,300
14,100,9.52829,300
15,100,2.93725,300
16,100,4.53325,300
17,100,8.96233,300
18,100,9.17381,300
19,100,9.20001,300
20,100,0.0249907,300
21,100,5.56556,300
22,100,9.61527,300
23,100,9.66093,300
24,100,9.85018,300
