node_id,initial_energy,remaining_energy,lifetime
0,100,9.18622,300
1,100,4.88068,300
2,100,9.71441,300
3,100,9.70703,300
4,100,9.84693,300
5,100,0,298.525
6,100,0,282.48
7,100,0,282.699
8,100,9.16092,300
9,100,9.18533,300
10,100,9.49058,300
11,100,9.12205,300
12,100,0,282.673
13,100,9.17129,300
14,100,9.63385,300
15,100,9.19486,300
16,100,9.12419,300
17,100,0,282.573
18,100,9.16436,300
19,100,9.67379,300
20,100,9.84075,300
21,100,9.66485,300
22,100,0,285.61
23,100,9.17604,300
24,100,9.85682,300
