node_id,initial_energy,remaining_energy,lifetime
0,100,9.20694,300
1,100,4.4088,300
2,100,9.64036,300
3,100,9.6894,300
4,100,9.87106,300
5,100,0.250007,300
6,100,0,283.356
7,100,0,286.306
8,100,9.17305,300
9,100,9.19466,300
10,100,9.69823,300
11,100,8.2891,300
12,100,0,283.336
13,100,9.17757,300
14,100,9.53173,300
15,100,9.72194,300
16,100,9.14858,300
17,100,0,283.43
18,100,9.15895,300
19,100,9.18304,300
20,100,9.87175,300
21,100,9.17835,300
22,100,0,286.931
23,100,9.66919,300
24,100,9.85093,300
