node_id,initial_energy,remaining_energy,lifetime
0,100,7.50024,300
1,100,0,228.989
2,100,0,267.282
3,100,0,270.069
4,100,0.828273,300
5,100,0,230.59
6,100,0,274.019
7,100,8.29751,300
8,100,8.9259,300
9,100,9.0285,300
10,100,3.64112,300
11,100,0.0883028,300
12,100,6.64506,300
13,100,9.15565,300
14,100,9.52337,300
15,100,3.17875,300
16,100,4.23036,300
17,100,8.99839,300
18,100,9.16418,300
19,100,9.19423,300
20,100,0.570319,300
21,100,5.88402,300
22,100,9.62899,300
23,100,9.67252,300
24,100,9.85551,300
