node_id,initial_energy,remaining_energy,lifetime
0,100,8.46351,300
1,100,0,292.446
2,100,7.60553,300
3,100,9.71493,300
4,100,9.86183,300
5,100,0,273.403
6,100,0,279.959
7,100,5.6355,300
8,100,6.36341,300
9,100,9.19805,300
10,100,0,285.358
11,100,0,286.182
12,100,9.05402,300
13,100,5.42064,300
14,100,5.66444,300
15,100,9.69151,300
16,100,9.17837,300
17,100,9.10826,300
18,100,9.10969,300
19,100,6.30761,300
20,100,9.86283,300
21,100,9.17744,300
22,100,9.61727,300
23,100,9.66366,300
24,100,9.8592,300
