node_id,initial_energy,remaining_energy,lifetime
0,100,8.48501,300
1,100,0,272.817
2,100,7.19945,300
3,100,9.73215,300
4,100,9.84821,300
5,100,0,296.189
6,100,0.334982,300
7,100,0,295.672
8,100,0,289.345
9,100,9.11967,300
10,100,7.00069,300
11,100,5.36649,300
12,100,5.92342,300
13,100,3.5372,300
14,100,4.47332,300
15,100,9.65485,300
16,100,8.57604,300
17,100,9.08335,300
18,100,9.0475,300
19,100,4.91793,300
20,100,9.84717,300
21,100,9.17381,300
22,100,9.54126,300
23,100,9.1869,300
24,100,9.85879,300
