node_id,initial_energy,remaining_energy,lifetime
0,100,7.51111,300
1,100,0,231.918
2,100,6.90113,300
3,100,5.1619,300
4,100,8.71791,300
5,100,0,229.38
6,100,0,242.203
7,100,0.873452,300
8,100,7.5696,300
9,100,8.64012,300
10,100,0,239.912
11,100,0,297.133
12,100,6.31698,300
13,100,9.18518,300
14,100,9.54693,300
15,100,0,280.676
16,100,9.02869,300
17,100,9.18873,300
18,100,9.19313,300
19,100,9.21077,300
20,100,2.68007,300
21,100,9.08449,300
22,100,9.64068,300
23,100,9.68069,300
24,100,9.84117,300
