node_id,initial_energy,remaining_energy,lifetime
0,100,8.65274,300
1,100,0.963479,300
2,100,3.82669,300
3,100,3.89216,300
4,100,4.0778,300
5,100,0,272.194
6,100,2.8534,300
7,100,2.92889,300
8,100,3.14351,300
9,100,3.16611,300
10,100,9.71602,300
11,100,8.86914,300
12,100,3.06862,300
13,100,3.11382,300
14,100,3.49352,300
15,100,9.73241,300
16,100,9.13816,300
17,100,3.11514,300
18,100,3.3732,300
19,100,3.15307,300
20,100,9.8548,300
21,100,9.16004,300
22,100,3.84657,300
23,100,9.68046,300
24,100,4.09012,300
