node_id,initial_energy,remaining_energy,lifetime
0,100,7.60967,300
1,100,0,255.655
2,100,2.74554,300
3,100,0,297.011
4,100,9.84604,300
5,100,0,244.138
6,100,0,239.445
7,100,0.312117,300
8,100,0,288.193
9,100,9.27981,300
10,100,0.914045,300
11,100,0,242.82
12,100,1.79767,300
13,100,0.144945,300
14,100,9.65556,300
15,100,0.733738,300
16,100,0,280.601
17,100,8.37308,300
18,100,0.412534,300
19,100,9.70439,300
20,100,0,293.821
21,100,5.84195,300
22,100,9.18482,300
23,100,9.22019,300
24,100,9.86438,300
