node_id,initial_energy,remaining_energy,lifetime
0,100,9.13216,300
1,100,0,280.685
2,100,9.418,300
3,100,9.47377,300
4,100,9.64682,300
5,100,0,282.795
6,100,8.90493,300
7,100,8.92553,300
8,100,8.91305,300
9,100,8.955,300
10,100,9.73188,300
11,100,9.14318,300
12,100,8.9213,300
13,100,8.91305,300
14,100,9.30596,300
15,100,9.72625,300
16,100,9.16138,300
17,100,8.92172,300
18,100,8.94418,300
19,100,8.97558,300
20,100,9.853,300
21,100,9.17547,300
22,100,9.43558,300
23,100,9.68156,300
24,100,9.67117,300
