node_id,initial_energy,remaining_energy,lifetime
0,100,7.57767,300
1,100,0,240.16
2,100,9.66622,300
3,100,9.6249,300
4,100,9.82943,300
5,100,0,223.822
6,100,0,244.303
7,100,1.54903,300
8,100,9.18309,300
9,100,9.2054,300
10,100,0,232.251
11,100,0,296.476
12,100,7.57222,300
13,100,9.18619,300
14,100,9.51818,300
15,100,0,272.007
16,100,8.49093,300
17,100,9.18729,300
18,100,9.19182,300
19,100,9.21172,300
20,100,0.895078,300
21,100,9.10271,300
22,100,9.64783,300
23,100,9.67819,300
24,100,9.86023,300
