node_id,initial_energy,remaining_energy,lifetime
0,100,7.41106,300
1,100,0,221.443
2,100,0,265.193
3,100,0,269.036
4,100,0.687497,300
5,100,0,237.64
6,100,0,264.653
7,100,5.19472,300
8,100,8.62441,300
9,100,8.69008,300
10,100,3.42199,300
11,100,0,297.023
12,100,5.01373,300
13,100,8.91747,300
14,100,9.19468,300
15,100,3.49802,300
16,100,5.16203,300
17,100,8.81549,300
18,100,9.01955,300
19,100,9.14461,300
20,100,1.00076,300
21,100,6.01869,300
22,100,9.54192,300
23,100,9.55741,300
24,100,9.80504,300
