node_id,initial_energy,remaining_energy,lifetime
0,100,8.34035,300
1,100,0,261.177
2,100,9.63543,300
3,100,9.69165,300
4,100,9.84125,300
5,100,0,250.71
6,100,0,285.017
7,100,4.54911,300
8,100,9.13341,300
9,100,9.13964,300
10,100,0,287.988
11,100,4.31891,300
12,100,7.64903,300
13,100,9.14157,300
14,100,9.52447,300
15,100,9.7316,300
16,100,9.16936,300
17,100,9.1561,300
18,100,9.15172,300
19,100,9.17517,300
20,100,9.86554,300
21,100,9.19,300
22,100,9.64591,300
23,100,9.68205,300
24,100,9.84016,300
