node_id,lifetime
0,300.0
1,218.8011
2,264.9306
3,282.8415
4,298.0606
5,215.7773
6,232.8792
7,256.3085
8,281.0729
9,297.5716
10,231.5258
11,257.7349
12,263.8784
13,275.8782
14,290.9944
15,276.5447
16,275.4433
17,270.7277
18,283.1552
19,297.9043
20,296.0421
21,299.747
22,287.0392
23,293.8146
24,299.0253
