node_id,initial_energy,remaining_energy,lifetime
0,100,9.05178,300
1,100,0,277.446
2,100,9.48538,300
3,100,9.47685,300
4,100,8.26375,300
5,100,0,280.768
6,100,5.04772,300
7,100,5.81766,300
8,100,8.14909,300
9,100,7.53487,300
10,100,9.40328,300
11,100,8.71543,300
12,100,8.58511,300
13,100,8.1825,300
14,100,9.38245,300
15,100,9.74685,300
16,100,8.92616,300
17,100,8.99131,300
18,100,8.2278,300
19,100,9.03204,300
20,100,9.85243,300
21,100,8.9762,300
22,100,8.96303,300
23,100,9.32405,300
24,100,9.73445,300
