node_id,initial_energy,remaining_energy,lifetime
0,100,8.86781,300
1,100,0,285.315
2,100,0,290.093
3,100,0,290.804
4,100,0,292.576
5,100,0,285.556
6,100,3.20937,300
7,100,8.38068,300
8,100,8.51683,300
9,100,8.97865,300
10,100,1.12134,300
11,100,0.975644,300
12,100,6.62034,300
13,100,8.67025,300
14,100,9.53498,300
15,100,0,298.811
16,100,3.15341,300
17,100,9.14156,300
18,100,8.81665,300
19,100,9.17852,300
20,100,0,286.652
21,100,4.67173,300
22,100,9.61625,300
23,100,9.36165,300
24,100,9.85551,300
