node_id,lifetime
0,322.3469
1,210.8383
2,254.9672
3,290.0618
4,313.4117
5,222.3033
6,222.8657
7,238.3179
8,268.5444
9,314.2705
10,249.236
11,266.4139
12,282.0237
13,289.199
14,305.1025
15,281.7774
16,301.8583
17,299.5226
18,314.3988
19,314.9104
20,305.8814
21,318.9216
22,314.1039
23,322.0688
24,328.3702
