node_id,lifetime
0,326.4068
1,266.5493
2,292.3633
3,304.982
4,315.3807
5,254.7131
6,291.9975
7,306.1403
8,312.0096
9,326.2597
10,278.7835
11,276.8926
12,292.8196
13,304.2334
14,326.8643
15,308.8542
16,298.945
17,299.0971
18,299.0216
19,313.6676
20,319.5224
21,326.4921
22,314.5144
23,314.2734
24,319.7075
