total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy
13611612.8,272232.35,25408.9,0.57828976,3.342929,0.0214123109,63.4,250000.0,11614.71
