Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,330.6148,328.9462,327.5152,326.4068,324.9663,324.0909,323.2168,323.0545,322.4575,321.806222222,321.095333333,321.35,320.8699,320.7081,320.3415,320.4149,320.567444444,320.3648,320.0088,320.2937,320.3173,320.2327,320.162,320.1921
1,317.1602,296.8382,281.212,266.5493,253.3538,247.2587,236.6613,227.5833,222.9,220.938888889,212.234111111,210.6681,210.4127,206.0276,204.1844,203.3581,198.274222222,201.4741,199.6872,191.8771,191.7262,188.5365,185.8474,184.8397
2,327.3019,313.6515,303.1347,292.3633,287.795,282.6953,275.6668,273.6456,270.1524,270.300444444,264.560666667,252.8852,251.9065,250.3005,243.1053,241.289,234.815333333,234.3252,232.9694,232.2225,232.4003,230.8911,220.7529,214.6749
3,331.6477,317.6867,313.2334,304.982,306.0601,302.2598,295.3961,293.1939,289.9303,293.440777778,288.319777778,283.7975,283.7612,283.4829,279.9126,278.7989,266.516555556,269.9902,269.8328,266.2616,266.6697,263.9661,258.7255,255.2175
4,332.8301,328.172,323.7339,315.3807,316.0728,312.2595,308.4744,309.6641,309.2158,307.707444444,311.645333333,311.336,311.34,308.7059,308.5668,308.8828,302.325111111,304.8171,304.8131,304.4643,304.8379,301.4808,299.0106,295.5475
5,297.3256,278.6065,261.5983,254.7131,241.4637,231.6136,228.0402,222.248,218.2833,216.230777778,212.151888889,211.8182,210.1632,207.6011,205.7133,200.8381,202.491,199.299,195.5633,191.0746,186.3039,184.7314,184.6061,184.5791
6,316.2482,303.7567,295.5308,291.9975,278.3176,265.1219,254.7285,247.3997,243.0569,230.348333333,225.230444444,219.2157,214.8331,215.3017,212.9229,214.6423,206.216666667,208.7416,207.4375,199.0987,200.5327,197.3451,196.6441,193.8487
7,320.9997,315.1673,308.8748,306.1403,299.2057,291.2138,276.9914,273.2718,266.7749,251.453888889,260.038555556,250.579,243.3228,239.7313,236.3912,236.6257,235.824555556,232.7274,225.0817,226.3057,224.0778,220.0327,215.304,212.3519
8,325.7346,311.865,311.1765,312.0096,307.69,302.9249,296.7704,294.9,290.7938,285.899444444,273.219666667,276.9997,273.2999,274.367,274.8649,270.8938,265.551666667,265.8788,263.7133,262.965,263.0895,260.7383,250.6245,250.0016
9,331.2718,326.6949,326.9015,326.2597,326.2641,326.9141,315.5317,316.7825,316.5533,314.637111111,310.990444444,314.4476,314.2278,313.9708,313.8125,313.8724,307.654222222,309.3477,306.6291,302.2912,302.5526,302.5218,297.2022,297.4844
10,312.7853,301.7281,291.0582,278.7835,265.2339,254.4927,249.4915,249.0827,237.742,232.189777778,226.458666667,227.5144,226.8614,228.771,222.8169,221.7776,219.575555556,215.6174,215.4641,212.6171,208.0257,205.2444,205.4215,205.3448
11,311.4251,303.9059,285.9144,276.8926,268.1449,263.2251,265.1588,267.1286,261.668,260.559777778,246.142888889,243.8214,237.807,234.3973,230.2442,226.3582,226.752888889,218.3674,219.4181,219.9549,220.575,217.9319,214.8166,208.8625
12,316.7521,312.7189,302.2475,292.8196,288.3337,280.3447,279.8606,282.3133,279.3901,266.486444444,272.622555556,268.4742,261.4145,256.8722,254.9821,252.3451,249.742555556,243.0535,238.4097,240.8922,237.2836,229.1151,229.4624,222.7706
13,325.9727,316.8717,307.3445,304.2334,296.7907,292.0244,290.0544,290.8894,290.7694,283.515666667,276.203666667,282.5016,278.8162,278.4921,278.4491,272.431,270.636444444,259.706,258.9256,261.5332,257.8945,249.9927,247.3381,244.2751
14,331.9621,327.9638,327.4664,326.8643,323.5888,320.6795,316.8283,317.1957,316.2967,307.475666667,308.613333333,312.4838,311.7185,311.5352,311.2347,312.1287,309.897666667,306.6689,306.6872,305.7588,299.9094,297.7002,292.5361,293.4618
15,327.0017,322.9437,319.1587,308.8542,301.3777,298.1347,293.7387,291.0397,285.642,281.785666667,279.988888889,277.9006,273.769,267.8467,266.1978,269.9732,261.649555556,265.5081,261.4773,261.0819,256.3645,257.2345,257.6497,257.6456
16,320.9648,315.3667,307.2188,298.945,294.3798,292.7816,293.571,288.4899,285.7884,281.730777778,273.08,270.4853,263.3136,259.4114,257.2244,255.6946,259.662888889,250.0514,245.6248,245.8017,248.1348,246.248,242.9068,234.1518
17,321.1884,316.3153,307.3111,299.0971,294.1517,292.5746,294.5521,293.5375,285.865,270.915888889,268.677111111,262.3059,258.9479,257.9307,254.9891,252.789,257.450222222,249.1448,244.6881,246.3339,248.5907,247.3154,248.0449,241.8355
18,330.5787,325.5149,307.5184,299.0216,299.0348,297.3031,294.6865,293.2841,292.8668,293.170222222,288.322888889,288.2318,282.2287,282.1425,280.3942,274.2074,272.332333333,266.581,265.7145,265.4479,265.6696,259.7505,256.5793,256.0818
19,331.1229,326.9092,317.9939,313.6676,310.5886,307.2426,307.5989,308.877,308.2113,307.324444444,305.269777778,302.8825,296.4133,296.5035,293.7835,296.2693,295.33,295.248,294.6953,296.5407,296.5068,293.8355,290.4085,290.9821
20,332.8414,328.8028,328.7768,319.5224,312.2806,308.6721,305.0847,306.1164,307.5398,307.479222222,307.070444444,302.4679,298.9348,296.066,297.1547,300.2429,296.426777778,299.4922,292.3769,292.0272,292.8183,293.7609,293.8863,293.8839
21,331.1114,326.7032,326.8768,326.4921,322.0968,322.4719,323.2975,323.9639,324.7788,322.475666667,321.891222222,319.2849,315.2576,315.3675,315.7302,317.95,312.988444444,311.2024,306.5554,305.2768,303.0687,303.5953,303.8592,298.289
22,322.8281,318.0599,318.3138,314.5144,309.9065,307.8013,309.494,307.0964,300.1157,292.052888889,290.916222222,281.9169,282.0015,281.7775,284.8645,287.0259,292.405,287.7349,280.1551,279.4274,281.1011,280.17,281.6736,281.1476
23,331.7582,326.8281,322.2665,314.2734,314.24,312.371,313.5063,310.7579,307.9014,303.693444444,304.076444444,301.6905,301.3888,300.7293,300.0728,296.1327,296.464111111,294.636,290.4949,292.5846,290.9714,286.7115,287.4728,287.1884
24,332.8402,328.3189,323.7912,319.7075,320.4106,317.5624,318.5393,318.9806,314.8963,313.715555556,310.861222222,311.0458,310.3556,309.9339,307.8102,306.8571,307.807111111,306.8566,305.865,307.1148,308.1246,304.1247,304.459,304.5133
