node_id,lifetime
0,325.5281
1,248.3631
2,288.6413
3,305.2672
4,313.7971
5,249.7925
6,255.4367
7,271.7198
8,290.8027
9,315.4344
10,284.806
11,290.871
12,304.3146
13,305.4642
14,322.3211
15,311.3659
16,306.84
17,320.5613
18,318.3813
19,323.9246
20,313.5259
21,321.743
22,322.9082
23,325.0511
24,329.5287
