total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
6971532.8,185907.56,13412.1,0.5634627,4.218845,0.010496871,130.9,2500.0,81.47091,278.9458
