node_id,initial_energy,remaining_energy,lifetime
0,100,8.96694,300
1,100,0.259799,300
2,100,9.29025,300
3,100,9.19199,300
4,100,9.85915,300
5,100,0,298.815
6,100,0,283.125
7,100,0,288.661
8,100,5.63152,300
9,100,9.67552,300
10,100,5.22847,300
11,100,2.81216,300
12,100,0,281.412
13,100,5.61857,300
14,100,9.64154,300
15,100,9.16912,300
16,100,8.1325,300
17,100,8.03839,300
18,100,5.52178,300
19,100,9.18387,300
20,100,9.85561,300
21,100,9.72868,300
22,100,8.81504,300
23,100,5.38931,300
24,100,9.84069,300
