node_id,initial_energy,remaining_energy,lifetime
0,100,8.86836,300
1,100,0,294.604
2,100,0.832026,300
3,100,2.55388,300
4,100,0,287.198
5,100,0,284.256
6,100,0,293.68
7,100,1.32928,300
8,100,1.47419,300
9,100,2.00159,300
10,100,2.65783,300
11,100,0,284.045
12,100,8.93461,300
13,100,9.15454,300
14,100,9.62712,300
15,100,9.67221,300
16,100,0,285.378
17,100,8.92981,300
18,100,9.17917,300
19,100,9.19706,300
20,100,9.84547,300
21,100,9.19128,300
22,100,9.62115,300
23,100,9.683,300
24,100,9.85172,300
