node_id,lifetime
0,300.0
1,249.7929
2,280.745
3,295.1298
4,297.0099
5,252.1751
6,263.0353
7,276.8762
8,286.9908
9,299.305
10,282.6335
11,282.3941
12,292.8732
13,289.3366
14,297.4995
15,295.8169
16,292.0558
17,297.8035
18,296.2349
19,297.8089
20,297.938
21,298.4176
22,298.4254
23,297.8681
24,299.3284
