node_id,initial_energy,remaining_energy,lifetime
0,100,8.65224,300
1,100,0,262.296
2,100,3.86506,300
3,100,3.89639,300
4,100,4.05635,300
5,100,0,268.046
6,100,2.86764,300
7,100,2.93649,300
8,100,3.12934,300
9,100,3.16734,300
10,100,9.73212,300
11,100,8.85356,300
12,100,3.08205,300
13,100,3.10124,300
14,100,3.48848,300
15,100,9.74878,300
16,100,9.15149,300
17,100,3.12358,300
18,100,3.38507,300
19,100,3.15859,300
20,100,9.85116,300
21,100,9.19187,300
22,100,3.85799,300
23,100,9.67973,300
24,100,4.09066,300
