node_id,lifetime
0,328.9462
1,296.8382
2,313.6515
3,317.6867
4,328.172
5,278.6065
6,303.7567
7,315.1673
8,311.865
9,326.6949
10,301.7281
11,303.9059
12,312.7189
13,316.8717
14,327.9638
15,322.9437
16,315.3667
17,316.3153
18,325.5149
19,326.9092
20,328.8028
21,326.7032
22,318.0599
23,326.8281
24,328.3189
