node_id,initial_energy,remaining_energy,lifetime
0,100,7.60411,300
1,100,0,242.123
2,100,9.67271,300
3,100,9.63997,300
4,100,9.86479,300
5,100,0,231.836
6,100,0,249.611
7,100,4.4033,300
8,100,9.18516,300
9,100,9.23582,300
10,100,0,236.792
11,100,0,294.487
12,100,8.56791,300
13,100,9.18998,300
14,100,9.54347,300
15,100,0,276.933
16,100,8.88276,300
17,100,9.18032,300
18,100,9.17675,300
19,100,9.21355,300
20,100,2.05046,300
21,100,9.04314,300
22,100,9.64992,300
23,100,9.67125,300
24,100,9.84318,300
