node_id,initial_energy,remaining_energy,lifetime
0,100,8.29366,300
1,100,0,254.342
2,100,0,296.736
3,100,0,297.964
4,100,0,299.868
5,100,0,295.721
6,100,4.45223,300
7,100,8.05284,300
8,100,8.94184,300
9,100,9.03281,300
10,100,3.19321,300
11,100,1.23922,300
12,100,6.61537,300
13,100,9.15366,300
14,100,9.51343,300
15,100,3.04216,300
16,100,3.50269,300
17,100,8.92796,300
18,100,9.14525,300
19,100,9.169,300
20,100,0.202503,300
21,100,5.54041,300
22,100,9.60991,300
23,100,9.65567,300
24,100,9.84703,300
