node_id,initial_energy,remaining_energy,lifetime
0,100,8.4174,300
1,100,0,293.842
2,100,5.25055,300
3,100,3.64951,300
4,100,9.32939,300
5,100,0,267.536
6,100,0,291.456
7,100,0,287.38
8,100,7.33764,300
9,100,8.81754,300
10,100,7.56486,300
11,100,5.42222,300
12,100,0,295.437
13,100,9.0334,300
14,100,9.62859,300
15,100,9.17339,300
16,100,5.88498,300
17,100,0,299.184
18,100,9.04624,300
19,100,9.67607,300
20,100,9.85722,300
21,100,9.62087,300
22,100,0.570346,300
23,100,9.11254,300
24,100,9.85745,300
