node_id,initial_energy,remaining_energy,lifetime
0,100,8.61815,300
1,100,0,296.304
2,100,7.085,300
3,100,9.71708,300
4,100,9.86183,300
5,100,0,278.962
6,100,0,279.106
7,100,6.37814,300
8,100,8.84719,300
9,100,9.18411,300
10,100,0,284.287
11,100,0,281.184
12,100,9.08809,300
13,100,8.74354,300
14,100,9.25393,300
15,100,9.67945,300
16,100,9.13595,300
17,100,9.14448,300
18,100,9.15113,300
19,100,9.07546,300
20,100,9.86283,300
21,100,9.19412,300
22,100,9.63261,300
23,100,9.67983,300
24,100,9.84953,300
