node_id,lifetime
0,321.6768
1,200.9291
2,250.0767
3,282.4832
4,307.5809
5,201.6052
6,211.5726
7,234.7979
8,268.8449
9,307.6664
10,239.8179
11,271.0721
12,277.8115
13,287.3235
14,308.681
15,277.7871
16,299.2623
17,301.7975
18,310.5866
19,321.8419
20,306.039
21,315.894
22,315.1526
23,323.8875
24,326.242
