node_id,initial_energy,remaining_energy,lifetime
0,100,8.81341,300
1,100,0,278.309
2,100,8.07943,300
3,100,9.7273,300
4,100,9.86477,300
5,100,2.504,300
6,100,2.95106,300
7,100,2.20509,300
8,100,1.94003,300
9,100,9.18547,300
10,100,9.21209,300
11,100,8.73698,300
12,100,8.75171,300
13,100,8.49117,300
14,100,9.61238,300
15,100,9.66968,300
16,100,9.15339,300
17,100,9.14608,300
18,100,9.15604,300
19,100,9.66818,300
20,100,9.8722,300
21,100,9.19682,300
22,100,9.55416,300
23,100,9.18439,300
24,100,9.85879,300
